Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Full Review,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,sentiment
 on 05/05/06 10:16 AM (PDT),SCMJ ,2006 Volvo S60 R R 4dr Sedan AWD (2.5L 5cyl Turbo 6M),S60 R ," The S60 R is an outstanding car. I recommend this car to everybody. The best feature of this car is the active chassis setting. You really see the difference in handling on the different road types. The performance of the car is great. My transmission is auto, the manual trans take away one full sec from 0-60. The quality of the interior is excellent; you will see all the gizmos that the car has. The space of the back seats is very small. But if you have kids just buy a mini van. If you are going to buy a Volvo s60r I recommend you to buy the sport body option. This option gives the car the sporty look that will turn head.This car is also AWD; basically the car is glue to the road. ",5.0,"S60 R  The S60 R is an outstanding car. I recommend this car to everybody. The best feature of this car is the active chassis setting. You really see the difference in handling on the different road types. The performance of the car is great. My transmission is auto, the manual trans take away one full sec from 0-60. The quality of the interior is excellent; you will see all the gizmos that the car has. The space of the back seats is very small. But if you have kids just buy a mini van. If you are going to buy a Volvo s60r I recommend you to buy the sport body option. This option gives the car the sporty look that will turn head.This car is also AWD; basically the car is glue to the road. ",[],"['back seats', 'mini van']","[['car'], ['car'], ['car'], ['nt', 'road'], ['car', 'great'], ['one', 'take'], ['nt', 'car'], ['sport'], ['car', 'give', 'sport'], ['car', 'road']]","[('S60 R', 'R'), ('R R', 'R'), ('S60 R', 'R'), ('road types', 'types'), ('sport body', 'body'), ('body option', 'option')]","['outstanding car', 'different road types', 'manual trans', 'sporty look', 'active chassis', 'best feature', 'take away']",pos
 on 04/01/06 21:05 PM (PST),righter ,2006 Volvo S60 R R 4dr Sedan AWD (2.5L 5cyl Turbo 6M),Unsuspecting S60R," We had never even considered looking at a Volvo and were looking primarily at Audi's when a teenager mentioned that we should try the s60r.  Best advice!  We loved it and bought it.  More luxury than we expected, handles amazingly and so damn fast!  It was a surprise to us and we are so happy with it - yes we agree about the turning radius though, a sacrifice we are willing to make.",4.875,"Unsuspecting S60R We had never even considered looking at a Volvo and were looking primarily at Audi's when a teenager mentioned that we should try the s60r.  Best advice!  We loved it and bought it.  More luxury than we expected, handles amazingly and so damn fast!  It was a surprise to us and we are so happy with it - yes we agree about the turning radius though, a sacrifice we are willing to make.","[('turning radius', 'radius')]","['handles fast', 'handles amazingly', 'More luxury', 'willing to make', 'agree though']","[['nt', 'one'], ['bought', 'love']]",[],"['never considered', 'even considered', 'looking primarily', 'Best advice']",pos
 on 01/26/06 00:17 AM (PST),Silver Bullet ,2006 Volvo S60 R R 4dr Sedan AWD (2.5L 5cyl Turbo 6M),It's G-RRRRRR-EAT," Excellent value for the price.  I would have liked to purchase more of the extras, but wanted an S60R now!  After the test drive I lost sleep waiting to purchase.  I would have purchased two, but opted to purchase a Dodge Charger SRT-8 as our ""bigger"" car.  The sixth gear is an asset.  The fuel economy is nice.  We traded in our 2004 S60 and feel that the R version is heads and shoulders above the competition and other S60 models.  The gauges are gorgeous!!  The overall interior room could be a bit bigger (this is my one and only negative point).  But the size is just right for a small family.  As you step into the car, an ambiance of complete safety surrounds you. ",5.0,"It's G-RRRRRR-EAT Excellent value for the price.  I would have liked to purchase more of the extras, but wanted an S60R now!  After the test drive I lost sleep waiting to purchase.  I would have purchased two, but opted to purchase a Dodge Charger SRT-8 as our ""bigger"" car.  The sixth gear is an asset.  The fuel economy is nice.  We traded in our 2004 S60 and feel that the R version is heads and shoulders above the competition and other S60 models.  The gauges are gorgeous!!  The overall interior room could be a bit bigger (this is my one and only negative point).  But the size is just right for a small family.  As you step into the car, an ambiance of complete safety surrounds you. ","[('fuel economy', 'economy'), ('R version', 'version'), ('S60 models', 'models')]","['other S60 models', 'small family', 'sixth gear']","[['nt'], ['drive', 'nt', 'like', 'now', 'test'], ['car'], ['nt', 'one'], ['nt', 'car']]","[('G RRRRRR', 'RRRRRR'), ('EAT value', 'value'), ('Excellent value', 'value'), ('test drive', 'drive')]","['negative point', 'wanted now', 'bigger car', 'interior room', 'overall room', 'complete safety']",pos
 on 11/09/05 17:07 PM (PST),visquci ,2006 Volvo S60 R R 4dr Sedan AWD (2.5L 5cyl Turbo 6M),Lightening Vault!," After a long research Volvo S60R was never in my radar.  However, it is the most well balanced car.  It is like a japanese katana blade, it has a fierce power in the torque, horse power and the AWD really really HUGS the road.  S60R is not only a fast car but the safest on the road. Volvo has finally stepped up in its foundation in safe now they are moving into speed.  i love it when you turn on the car the turbo sound really speaks to me like its telling me to drive me FAST!  i top this car at 138 i would had gone faster but didnt bother too.  Well done Volvo you really impress me.",5.0,"Lightening Vault! After a long research Volvo S60R was never in my radar.  However, it is the most well balanced car.  It is like a japanese katana blade, it has a fierce power in the torque, horse power and the AWD really really HUGS the road.  S60R is not only a fast car but the safest on the road. Volvo has finally stepped up in its foundation in safe now they are moving into speed.  i love it when you turn on the car the turbo sound really speaks to me like its telling me to drive me FAST!  i top this car at 138 i would had gone faster but didnt bother too.  Well done Volvo you really impress me.",[],['long research'],"[['car'], ['like', 'japan', 'road'], ['car', 'road'], ['nt'], ['drive', 'nt', 'like', 'car', 'one', 'love'], ['one']]","[('katana blade', 'blade'), ('horse power', 'power'), ('turbo sound', 'sound')]","['finally stepped', 'balanced car', 'fast car', 'really speaks', 'gone faster', 'bother too', 'well balanced car', 'fierce horse power', 'really HUGS', 'really impress']",pos
 on 10/25/05 22:29 PM (PDT),Chris ,2006 Volvo S60 R R 4dr Sedan AWD (2.5L 5cyl Turbo 6M),Good Driving, This car is fast and fun to drive. Handles like a real tight sports car. High performance. Like it better than the Acura TL  the gas mileage is not good but has improved since the car is more broken in. (25 on the highway at 1800 miles).,4.5,Good Driving This car is fast and fun to drive. Handles like a real tight sports car. High performance. Like it better than the Acura TL  the gas mileage is not good but has improved since the car is more broken in. (25 on the highway at 1800 miles).,[],['High performance'],"[['drive', 'car'], ['like', 'car', 'sport'], ['good', 'car'], ['miles']]","[('sports car', 'car'), ('gas mileage', 'mileage')]","['fun to drive', 'real sports car', 'tight sports car']",pos
 on 10/20/05 19:24 PM (PDT),Acer ,2006 Volvo S60 R R 4dr Sedan AWD (2.5L 5cyl Turbo 6M),Sleeper," After a long research period and a slew of test drives (shucks) I finally selected the S60 R.  My selection criteria were: 300 hp, AWD, and convertible; and I looked at GS300 AWD, G35 AWD, Z Roadster, M3, 330 xi, C55 AMG, SLK 350, WRX STi, and S4.  None of the cars match all three criteria, but the S60 R did the best at the most affordable price.  I also like the fact you don't see them everywhere like you would with a BMW.  And aside from a few small ""R""s there is nothing that readily identifies this Volvo as the hot rod version.  The S60 R is the atheltic WRX STi that has grown up and wearing a suit and tie.",5.0,"Sleeper After a long research period and a slew of test drives (shucks) I finally selected the S60 R.  My selection criteria were: 300 hp, AWD, and convertible; and I looked at GS300 AWD, G35 AWD, Z Roadster, M3, 330 xi, C55 AMG, SLK 350, WRX STi, and S4.  None of the cars match all three criteria, but the S60 R did the best at the most affordable price.  I also like the fact you don't see them everywhere like you would with a BMW.  And aside from a few small ""R""s there is nothing that readily identifies this Volvo as the hot rod version.  The S60 R is the atheltic WRX STi that has grown up and wearing a suit and tie.","[('S60 R', 'R'), ('WRX STi', 'STi')]",['atheltic WRX STi'],"[['drive', 'test'], ['convertible', 'conv'], ['car', 'one'], ['like'], ['nt']]","[('research period', 'period'), ('test drives', 'drives'), ('S60 R', 'R'), ('selection criteria', 'criteria'), ('WRX STi', 'STi'), ('R""s t', 't'), ('rod version', 'version')]","['small R""s t', 'few R""s t', 'affordable price', 'hoR""s t rod', 'finally selecR""s ted', 'long research period', 'mosR""s t affordable price', 'readily idenR""s tifies']",pos
 on 08/14/05 22:46 PM (PDT),Janez Narojnak ,2006 Volvo S60 R R 4dr Sedan AWD (2.5L 5cyl Turbo 6M),Best Car I've Owned," Performance is astounding! 5.4 seconds to 60 with the stick, or 6.0 with the automatic. Great handling and tire grip. . 4-piston Brembo front and rear brakes stop on a dime. The BEST feature is the adjustable suspension, which has 3 positions: Comfort, Sport, amd Agreesive, which increase suspension stiffness and enhance handling further! And the agressive mode puts the transmission in the Sport mode, which inceases acceleration! Comfort, considering the 18"" wheels, is very good, but don't expect the ride to be as soft as a Buick. Also, rear seat is a bit cramped. Just one more inch of leg room would help! Great reliabilty, great durability/build quality, and excellent value! Phenomenal car!",4.75,"Best Car I've Owned Performance is astounding! 5.4 seconds to 60 with the stick, or 6.0 with the automatic. Great handling and tire grip. . 4-piston Brembo front and rear brakes stop on a dime. The BEST feature is the adjustable suspension, which has 3 positions: Comfort, Sport, amd Agreesive, which increase suspension stiffness and enhance handling further! And the agressive mode puts the transmission in the Sport mode, which inceases acceleration! Comfort, considering the 18"" wheels, is very good, but don't expect the ride to be as soft as a Buick. Also, rear seat is a bit cramped. Just one more inch of leg room would help! Great reliabilty, great durability/build quality, and excellent value! Phenomenal car!",[],"['rear seat', 'Best Car', 'Great grip']","[['second'], ['nt'], ['good'], ['nt', 'car', 'one', 'great']]","[('BEST feature', 'feature'), ('suspension stiffness', 'stiffness'), ('Sport mode', 'mode'), ('leg room', 'room'), ('build quality', 'quality')]","['Great reliabilty', 'agressive Sport mode', 'handling further', 'excellent value', 'adjustable suspension', 'Phenomenal car', 'great build quality']",pos
 on 09/24/17 17:28 PM (PDT),Pleased Volvo Owner ,2006 Volvo S60 Sedan T5 Special Edition 4dr Sedan (2.4L 5cyl Turbo 5A),Best car I have ever owned.," I bought a Volvo s60 T5 for the its safety rating, and it delivered. I was recently in a horrific car accident whilst driving this vehicle and my son and I were able to walk out of the car. The front end was completely smashed in. This car was so reliable, and it performed as if it came off the lot that day. The seats are hands down the most comfortable seats I have ever sat in. When Volvo says, ""Volvo for Life,"" they aren't kidding. This car saved my life, and I will always choose Volvo. I cannot wait to get another one.",5.0,"Best car I have ever owned. I bought a Volvo s60 T5 for the its safety rating, and it delivered. I was recently in a horrific car accident whilst driving this vehicle and my son and I were able to walk out of the car. The front end was completely smashed in. This car was so reliable, and it performed as if it came off the lot that day. The seats are hands down the most comfortable seats I have ever sat in. When Volvo says, ""Volvo for Life,"" they aren't kidding. This car saved my life, and I will always choose Volvo. I cannot wait to get another one.",[],"['comfortable seats', 'most comfortable seats', 'ever sat']","[['car'], ['bought'], ['nt', 'vehicle', 'car'], ['nt'], ['car'], ['car'], ['one']]","[('Volvo s60', 's60'), ('safety rating', 'rating'), ('car accident', 'accident')]","['able to walk', 'horrific car accident', 'front end', 'completely smashed', 'always choose', 'Best car', 'ever owned']",pos
 on 07/06/16 23:41 PM (PDT),Grayson T ,2006 Volvo S60 Sedan 2.5T 4dr Sedan (2.5L 5cyl Turbo 5A),10/10 Would buy again," This review is coming from a previous BMW 7 series owner. This car in short is reliable, safe, extremely comfortable, great on gas and more! I purchased this car at 163,000 miles. Right after i purchased the vehicle, i drove 12 hours straight, and i instantly noticed how comfortable the car is.  The seats are great for long drives. It also is great on gas. Got 30 MPG on the highway doing about 80 most of the time, and about 24-26 MPG city. The stereo is amazing, i ussualy listen at hugh volumes and it handles it well. As far as overall reliability, it has been great! Only a few minor fixes. This car does have a few minor annoyances, like the wood steering wheel has started to crack at the top (just surface cracks), and there are a few rattles from the dash when small bumps are hit. Overall this car is amazing. It drives great, super easy steering, easy breaks, and it accelerates exceptionally. I would reccomend this car to anyone.",5.0,"10/10 Would buy again This review is coming from a previous BMW 7 series owner. This car in short is reliable, safe, extremely comfortable, great on gas and more! I purchased this car at 163,000 miles. Right after i purchased the vehicle, i drove 12 hours straight, and i instantly noticed how comfortable the car is.  The seats are great for long drives. It also is great on gas. Got 30 MPG on the highway doing about 80 most of the time, and about 24-26 MPG city. The stereo is amazing, i ussualy listen at hugh volumes and it handles it well. As far as overall reliability, it has been great! Only a few minor fixes. This car does have a few minor annoyances, like the wood steering wheel has started to crack at the top (just surface cracks), and there are a few rattles from the dash when small bumps are hit. Overall this car is amazing. It drives great, super easy steering, easy breaks, and it accelerates exceptionally. I would reccomend this car to anyone.","[('series owner', 'owner'), ('MPG city', 'city'), ('hugh volumes', 'volumes')]","['previous series owner', 'handles well']","[['miles', 'car', 'great'], ['nt', 'vehicle', 'car'], ['drive', 'great'], ['great'], ['great'], ['like', 'car'], ['car'], ['drive', 'great'], ['come', 'car', 'one']]","[('wood steering', 'steering'), ('steering wheel', 'wheel'), ('surface cracks', 'cracks')]","['overall reliability', 'super wood steering', 'easy breaks', 'accelerates exceptionally', 'minor fixes', 'few fixes', 'easy wood steering', 'top surface cracks', 'minor annoyances', 'few annoyances', 'few rattles', 'great wood steering', 'Right purchased', 'small bumps', 'long drives', 'instantly noticed', 'far been', 'Only few fixes']",pos
 on 12/06/15 15:00 PM (PST),john p ,2006 Volvo S60 Sedan 2.5T 4dr Sedan (2.5L 5cyl Turbo 5A),top notch ride," I bought my 2006 s60 2.5t new. I now have 134,300 on it and it still drives and looks new. Volvo interiors hold up incredibly well, the seats stay comfortable and all components stay in place. True quality. The cars is great to drive, has smooth power great handling and comfort. Anyone looking at a used 2006 will be surprised and satisfied especially with the price you can pick one up for. Just over 140,000 now, new tires, shocks and brakes. Feels just like new. Go to a Volvo dealer and just do some comparison shopping against any BMW, AUDI etc. Volvo will hold its own. I drive a t6 s80 now. Will give a review asap.",5.0,"top notch ride I bought my 2006 s60 2.5t new. I now have 134,300 on it and it still drives and looks new. Volvo interiors hold up incredibly well, the seats stay comfortable and all components stay in place. True quality. The cars is great to drive, has smooth power great handling and comfort. Anyone looking at a used 2006 will be surprised and satisfied especially with the price you can pick one up for. Just over 140,000 now, new tires, shocks and brakes. Feels just like new. Go to a Volvo dealer and just do some comparison shopping against any BMW, AUDI etc. Volvo will hold its own. I drive a t6 s80 now. Will give a review asap.",[],['True quality'],"[['bought'], ['new'], ['drive', 'new'], ['nt', 'one'], ['drive', 'car', 'great'], ['one'], ['now', 'new'], ['like', 'new'], ['etc'], ['drive', 'now'], ['give']]","[('notch ride', 'ride'), ('Volvo interiors', 'interiors'), ('Volvo dealer', 'dealer'), ('t6 s80', 's80'), ('review asap', 'asap')]","['still drives', 'new tires', 'great to drive', 'smooth power', 'great handling', 'drive now', 'hold well', 'top notch ride']",pos
 on 05/14/11 13:02 PM (PDT),fredryk ,2006 Volvo S60 Sedan 2.5T 4dr Sedan (2.5L 5cyl Turbo 5A),Volvo S60 SE," Gorgeous and comfortable car that can suit anyone's needs. Powerful, spacious, suitable price.",4.875,"Volvo S60 SE Gorgeous and comfortable car that can suit anyone's needs. Powerful, spacious, suitable price.",[],"['Powerful price', 'spacious price', 'suitable price']","[['car', 'one']]",[],[],pos
 on 05/12/09 13:48 PM (PDT),Case B. ,2006 Volvo S60 Sedan T5 4dr Sedan (2.4L 5cyl Turbo 6M),2006 S60 T5," I've been driving this fine machine for a month now and think I have found the perfect car. Responsive, stylish, sporty and loaded up. The gas mileage really surprised me. I was told to expect about 24 mpg on average but have been at 27-28.",4.5,"2006 S60 T5 I've been driving this fine machine for a month now and think I have found the perfect car. Responsive, stylish, sporty and loaded up. The gas mileage really surprised me. I was told to expect about 24 mpg on average but have been at 27-28.","[('gas mileage', 'mileage')]",['really surprised'],"[['nt', 'car', 'think'], ['sport']]",[],"['fine machine', 'perfect car']",pos
