Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Full Review,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,sentiment
 on 04/24/09 06:10 AM (PDT),PSJ ,2006 Suzuki Reno Hatchback Convenience 4dr Hatchback (2.0L 4cyl 4A),"No problems in 30,000 Miles", Love the car. Got what I expected which was reliable service with no a problem to date at 30 thousand miles. Car has good vision fields and ride is tight and solid but it is a small car ride so if you think you're getting a Lexus at this price wakeup... although with all the radio and cruise controls on the steering wheel you will feel like you got more than you paid for. Oldest kid going off for college this fall. She wants and will get one for graduation. ,3.75,"No problems in 30,000 Miles Love the car. Got what I expected which was reliable service with no a problem to date at 30 thousand miles. Car has good vision fields and ride is tight and solid but it is a small car ride so if you think you're getting a Lexus at this price wakeup... although with all the radio and cruise controls on the steering wheel you will feel like you got more than you paid for. Oldest kid going off for college this fall. She wants and will get one for graduation. ",[],['Oldest kid'],"[['car'], ['miles'], ['good', 'car', 'think'], ['nt', 'like'], ['nt', 'one']]","[('vision fields', 'fields'), ('car ride', 'ride'), ('steering wheel', 'wheel')]","['good vision', 'reliable service', 'small car ride']",pos
 on 01/08/09 14:51 PM (PST),Kat ,2006 Suzuki Reno Hatchback 4dr Hatchback (2.0L 4cyl 4A),Bad Car," This is the worst car I have ever owned. I started having problems when it was only a few weeks old. It took forever to get the problem fixed. Then the car had the head light not working problem. Then my front drivers seat came disconnected from the base. The tires wore out in under a year. The check engine light keeps coming on for no reason. The mileage is not good for that small a car. I was just told that I already need to replace the rear breaks. The service from Suzuki is bad. They knew about the starter problem when I called and told me they were working on a fix, I would just have to wait. I only had the car for less then a month. It is a bad, bad, bad car. I used to love Suzuki.",1.625,"Bad Car This is the worst car I have ever owned. I started having problems when it was only a few weeks old. It took forever to get the problem fixed. Then the car had the head light not working problem. Then my front drivers seat came disconnected from the base. The tires wore out in under a year. The check engine light keeps coming on for no reason. The mileage is not good for that small a car. I was just told that I already need to replace the rear breaks. The service from Suzuki is bad. They knew about the starter problem when I called and told me they were working on a fix, I would just have to wait. I only had the car for less then a month. It is a bad, bad, bad car. I used to love Suzuki.","[('check engine', 'engine'), ('engine light', 'light')]","['took forever', 'already need', 'few weeks', 'rear breaks']","[['car'], ['car', 'work'], ['drive', 'nt'], ['year'], ['good', 'car'], ['work', 'new'], ['nt', 'car'], ['car'], ['love']]","[('drivers seat', 'seat')]","['bad car', 'Then came', 'worst car', 'small car', 'starter problem', 'Then had', 'only had', 'ever owned', 'front drivers']",pos
 on 07/14/08 08:14 AM (PDT),BK ,2006 Suzuki Reno Hatchback 4dr Hatchback (2.0L 4cyl 5M),So far - so good ," We have 30,000 miles on our Reno and have not had it in the shop yet. It starts easily and is pretty good on fuel. I drive 40 miles round trip to work and run a few errands around town in it.  It is a manual 5 speed and we average 35 miles per gallon consistantly around town. The air is pretty weak and living in Florida can be a bit frustrating. Overall, we have been pleased but we are holding our breath. We also owned a Suzuki Verona at the same time that was a nightmare - we finally got rid of it, thank God.",4.125,"So far - so good  We have 30,000 miles on our Reno and have not had it in the shop yet. It starts easily and is pretty good on fuel. I drive 40 miles round trip to work and run a few errands around town in it.  It is a manual 5 speed and we average 35 miles per gallon consistantly around town. The air is pretty weak and living in Florida can be a bit frustrating. Overall, we have been pleased but we are holding our breath. We also owned a Suzuki Verona at the same time that was a nightmare - we finally got rid of it, thank God.",[],"['finally rid', 'same time']","[['good', 'miles'], ['good'], ['drive', 'miles', 'work'], ['nt', 'miles']]",[],"['manual speed', 'round trip', 'had yet', 'few errands', 'starts easily']",pos
 on 03/15/08 04:31 AM (PDT),Robert Garrison ,2006 Suzuki Reno Hatchback 4dr Hatchback (2.0L 4cyl 5M),Reno's great mileage and Comfort," I kept looking at that Reno sitting up a pedistal outside the dearlership for about a month. The looks and the price was very attractive. I decided to stop and see how the performance was and to tell you the truth. I was actually surprised by what that 2.0 liter will do. If your not afraid to put your foot in it, it will get you down the road quick. Anyway, I am 6'2"" and I fit in that car like Jim Carey says, ""like a glovvvveee"". It handles real well, and the mileage...OMG...I go to Illinois from Alabama and I don't stop for gas until I get to Champagne which is like 450 miles from Huntsville. I love this car. Great car!",5.0,"Reno's great mileage and Comfort I kept looking at that Reno sitting up a pedistal outside the dearlership for about a month. The looks and the price was very attractive. I decided to stop and see how the performance was and to tell you the truth. I was actually surprised by what that 2.0 liter will do. If your not afraid to put your foot in it, it will get you down the road quick. Anyway, I am 6'2"" and I fit in that car like Jim Carey says, ""like a glovvvveee"". It handles real well, and the mileage...OMG...I go to Illinois from Alabama and I don't stop for gas until I get to Champagne which is like 450 miles from Huntsville. I love this car. Great car!",[],"['actually surprised', 'handles well']","[['nt', 'great'], ['road'], ['like', 'car'], ['nt', 'like', 'miles'], ['car', 'love'], ['car']]",[],"['great mileage', 'Great car', 'afraid to put']",pos
 on 11/21/06 11:15 AM (PST),John ,2006 Suzuki Reno Hatchback Convenience 4dr Hatchback (2.0L 4cyl 4A),Nothing but Trouble from the Start," I bought this Reno new and since day ""two"" it's been nothing but trouble.  The second day it left us stranded and wouldn't start.  The dealer towed it back said it was fixed.  We got six miles from dealer it stopped again.  The dealer had it for six days returned it said it was all fixed.  Then three days later the same thing happened, it wouldn't start.  The dealer had it again and replaced more parts.  It runs now, but gets poor fuel economy - only 20 mpg in the city.  Yesterday my wife started it, turned on heater, and it sounded like a bomb went off.  There was some acorns packed in heater.  We called dealer and he said it was not their problem.  I took it apart and there is NO screen over the heater motor under hood and it was full of nuts.  The tranny still doesn't shift right.  I will never buy another Suzuki.  It is the worst car I have ever bought!",2.875,"Nothing but Trouble from the Start I bought this Reno new and since day ""two"" it's been nothing but trouble.  The second day it left us stranded and wouldn't start.  The dealer towed it back said it was fixed.  We got six miles from dealer it stopped again.  The dealer had it for six days returned it said it was all fixed.  Then three days later the same thing happened, it wouldn't start.  The dealer had it again and replaced more parts.  It runs now, but gets poor fuel economy - only 20 mpg in the city.  Yesterday my wife started it, turned on heater, and it sounded like a bomb went off.  There was some acorns packed in heater.  We called dealer and he said it was not their problem.  I took it apart and there is NO screen over the heater motor under hood and it was full of nuts.  The tranny still doesn't shift right.  I will never buy another Suzuki.  It is the worst car I have ever bought!","[('heater motor', 'motor')]","['same thing', 'towed back', 'never buy', 'still shift', 'more parts', 'later happened', 'Then happened', 'shift right', 'took apart']","[['bought', 'new'], ['second'], ['miles'], ['now'], ['nt', 'like', 'wife'], ['bought', 'car']]","[('fuel economy', 'economy')]","['poor fuel economy', 'runs now', 'ever bought', 'worst car', 'second day', 'stopped again']",pos
 on 11/14/06 17:16 PM (PST),JP007 ,2006 Suzuki Reno Hatchback 4dr Hatchback (2.0L 4cyl 4A),Under the Shadow," While overshadowed by bigger names such as the Toyota Scion series, Mazda, Honda, and others, the Suzuki Reno stands as the under dog. With ""European Styling"", a comfortable and spacious interior,a fun driving experience, and an affordable price tag, the Suzuki Reno is perfect for the average college student or young person. The Reno is an all-around fun car, and you wont be embarrassed to show it off to your friends. I would suggest the Suzuki Reno to anyone in the market for a very nice and practical new car.",4.75,"Under the Shadow While overshadowed by bigger names such as the Toyota Scion series, Mazda, Honda, and others, the Suzuki Reno stands as the under dog. With ""European Styling"", a comfortable and spacious interior,a fun driving experience, and an affordable price tag, the Suzuki Reno is perfect for the average college student or young person. The Reno is an all-around fun car, and you wont be embarrassed to show it off to your friends. I would suggest the Suzuki Reno to anyone in the market for a very nice and practical new car.","[('Scion series', 'series')]",['bigger names'],"[['nt'], ['nt', 'car'], ['car', 'one', 'new']]","[('fun driving', 'driving'), ('driving experience', 'experience'), ('price tag', 'tag'), ('college student', 'student'), ('fun car', 'car')]","['new fun car', 'comfortable interior', 'average college student', 'embarrassed to s', 'nice fun car', 'affordable price tag', 'very nice fun car', 'young person']",pos
 on 10/13/06 12:08 PM (PDT),Cris ,2006 Suzuki Reno Hatchback 4dr Hatchback (2.0L 4cyl 4A),Don't buy this car!," The Suzuki Reno is totally unreliable. After I had the car for just five days, I began to have problems starting my 2006 Reno every morning. After two and a half weeks with the car in the shop, I was put in a 2007 Reno, which developed Âhard startÂ issues, again in five days. In both cars, the Âpassenger airbag offÂ light stayed illuminated regardless of my having a passenger. The dealer put me back in the original Reno, claiming itÂs been fixed, which I do not trust yet. Suzuki never returns my phone calls. Their customer service is non-existent. If I could get them to void my contract, I would and I would never again buy a Suzuki or recommend one to anyone, even my worst enemy. DonÂt even consider this car!",1.0,"Don't buy this car! The Suzuki Reno is totally unreliable. After I had the car for just five days, I began to have problems starting my 2006 Reno every morning. After two and a half weeks with the car in the shop, I was put in a 2007 Reno, which developed Âhard startÂ issues, again in five days. In both cars, the Âpassenger airbag offÂ light stayed illuminated regardless of my having a passenger. The dealer put me back in the original Reno, claiming itÂs been fixed, which I do not trust yet. Suzuki never returns my phone calls. Their customer service is non-existent. If I could get them to void my contract, I would and I would never again buy a Suzuki or recommend one to anyone, even my worst enemy. DonÂt even consider this car!",[],"['put back', 'trust yet']","[['car'], ['car'], ['car'], ['car'], ['one'], ['nt'], ['nt', 'one'], ['car']]","[('phone calls', 'calls'), ('customer service', 'service')]","['even consider', 'stayed regardless', 'never buy', 'never returns', 'worst enemy', 'startÂ\x94 issues', 'non existent']",pos
 on 07/25/06 07:25 AM (PDT),JING ,2006 Suzuki Reno Hatchback 4dr Hatchback (2.0L 4cyl 4A),Quality Car," The Suzuki Reno has a great air conditioner, it's cold air at start-up, and tinted windows, something the other small cars do not seem to have. These things have a lot of value in the Southwest desert. It runs smoothly and is very quiet at and above the posted speed limit on the highway. The seats are comfortable and the audio is great.   It comes standard with 4 wheel disc brakes and good sized 15"" tires.",5.0,"Quality Car The Suzuki Reno has a great air conditioner, it's cold air at start-up, and tinted windows, something the other small cars do not seem to have. These things have a lot of value in the Southwest desert. It runs smoothly and is very quiet at and above the posted speed limit on the highway. The seats are comfortable and the audio is great.   It comes standard with 4 wheel disc brakes and good sized 15"" tires.","[('Southwest desert', 'desert'), ('speed limit', 'limit')]",['runs smoothly'],"[['nt', 'car', 'one', 'great'], ['audi', 'great'], ['good', 'come']]","[('air conditioner', 'conditioner'), ('wheel disc', 'disc'), ('disc brakes', 'brakes')]","['small cars', 'cold air', 'great air conditioner', 'other cars', 'good tires', 'sized tires']",pos
 on 06/07/06 12:20 PM (PDT),JC ,2006 Suzuki Reno Hatchback Convenience 4dr Hatchback (2.0L 4cyl 5M),The Most Power and Style for the Money," The Reno is a great car with Italian design. It has more power than the Toyota Yaris, Honda Fit, Scion xA or XB, and the Chevrolet Aveo. It has more standard features and a longer warranty as well. I bought this car for well below invoice. I love this car. You can not find a better value.  Compare it piece by piece to the others and you will see. ",5.0,"The Most Power and Style for the Money The Reno is a great car with Italian design. It has more power than the Toyota Yaris, Honda Fit, Scion xA or XB, and the Chevrolet Aveo. It has more standard features and a longer warranty as well. I bought this car for well below invoice. I love this car. You can not find a better value.  Compare it piece by piece to the others and you will see. ",[],"['more power', 'better value']","[['car', 'one', 'great'], ['nt'], ['bought', 'car'], ['car', 'love']]",[],"['great car', 'Italian design', 'standard features', 'longer warranty', 'more standard features']",pos
 on 06/02/06 19:43 PM (PDT),Tony123 ,2006 Suzuki Reno Hatchback 4dr Hatchback (2.0L 4cyl 5M),Reno-The most overlooked compact," Suzuki makes a great car. The build quality, fit and finish a reliability challenge the best compacts out there. But it seems that the rest of the world sees Suzuki's as ""bottom of the barrel"" cars. This is definitely not true. I have been so pleased with my Reno. My gas mileage is better then what the sticker stated. I average 32-34 mpg with local driving. The car is extremely roomy and comfortable. The transmission is smooth and easy-maybe not as refined as a Sentra or Corolla - but better than any Focus, Cobalt or Elantra. I just bought my wife an XL-7, she loves it. If you like the European style and the practical benefits of a hatchback, test drive a Reno-you will be pleasantly surprised.",4.75,"Reno-The most overlooked compact Suzuki makes a great car. The build quality, fit and finish a reliability challenge the best compacts out there. But it seems that the rest of the world sees Suzuki's as ""bottom of the barrel"" cars. This is definitely not true. I have been so pleased with my Reno. My gas mileage is better then what the sticker stated. I average 32-34 mpg with local driving. The car is extremely roomy and comfortable. The transmission is smooth and easy-maybe not as refined as a Sentra or Corolla - but better than any Focus, Cobalt or Elantra. I just bought my wife an XL-7, she loves it. If you like the European style and the practical benefits of a hatchback, test drive a Reno-you will be pleasantly surprised.","[('build quality', 'quality'), ('reliability challenge', 'challenge'), ('gas mileage', 'mileage')]","['local driving', 'best compacts']","[['car', 'great'], ['car'], ['car'], ['nt'], ['bought', 'love', 'wife'], ['drive', 'nt', 'like', 'test']]",[],"['practical benefits', 'great car', 'European style', 'most overlooked', 'as refined']",pos
 on 05/04/06 07:28 AM (PDT),tiffany ,2006 Suzuki Reno Hatchback Convenience 4dr Hatchback (2.0L 4cyl 4A),Not too Shabby," I bought this car new after months of looking online at CPO / used cars.  I actually got it for well below invoice price, which was one major reason that I purchased it.  I am pleasantly surprised by the quality and performance of it.  The interior is simple yet stylish, and has plenty of room.  The exterior is a sleek, European hatchback look.  There are great features included for the price.  I am actually pretty happy with my purchase.  The only thing I am disappointed in is the fuel economy.  A car this small should be able to get more than 22 mpg (city).  My '03 Honda Civic gets 29 mpg.",3.875,"Not too Shabby I bought this car new after months of looking online at CPO / used cars.  I actually got it for well below invoice price, which was one major reason that I purchased it.  I am pleasantly surprised by the quality and performance of it.  The interior is simple yet stylish, and has plenty of room.  The exterior is a sleek, European hatchback look.  There are great features included for the price.  I am actually pretty happy with my purchase.  The only thing I am disappointed in is the fuel economy.  A car this small should be able to get more than 22 mpg (city).  My '03 Honda Civic gets 29 mpg.","[('hatchback look', 'look')]","['sleek hatchback look', 'European hatchback']","[['nt', 'bought', 'car', 'new'], ['one'], ['nt'], ['nt'], ['great'], ['nt'], ['car']]","[('fuel economy', 'economy')]","['invoice price', 'major reason', 'great features', 'actually got', 'looking online', 'only thing', 'pleasantly surprised', 'able to mpg']",pos
